市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
030366,217,和歌山県,有田川町,2020-04-30,金屋,854,380,474,2,1,2,2,0,3,2,3,5,4,2,5,2,5,3,7,4,4,6,1,5,5,1,2,2,6,4,2,7,2,1,4,3,5,3,4,359,
030366,218,和歌山県,有田川町,2020-04-30,長谷川,284,130,154,1,0,0,0,0,1,3,1,1,0,1,1,0,1,0,1,0,0,0,1,0,2,2,1,0,3,0,1,3,1,2,0,1,0,3,2,117,
030366,221,和歌山県,有田川町,2020-04-30,岩野河,107,48,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,
030366,222,和歌山県,有田川町,2020-04-30,川口,141,63,78,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,1,0,0,68,
030366,223,和歌山県,有田川町,2020-04-30,谷,30,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
030366,224,和歌山県,有田川町,2020-04-30,立石,29,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
030366,231,和歌山県,有田川町,2020-04-30,彦ケ瀬,34,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,
030366,232,和歌山県,有田川町,2020-04-30,瀬井,66,35,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,
030366,234,和歌山県,有田川町,2020-04-30,西ケ峯,234,113,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,107,
030366,236,和歌山県,有田川町,2020-04-30,中,65,29,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,34,
030366,237,和歌山県,有田川町,2020-04-30,中峯,46,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
030366,238,和歌山県,有田川町,2020-04-30,本堂,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
030366,239,和歌山県,有田川町,2020-04-30,有原,59,26,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,23,
030366,240,和歌山県,有田川町,2020-04-30,青田,85,37,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,41,
030366,241,和歌山県,有田川町,2020-04-30,沼田,76,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,
030366,242,和歌山県,有田川町,2020-04-30,延坂,47,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,
030366,243,和歌山県,有田川町,2020-04-30,大西,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
030366,244,和歌山県,有田川町,2020-04-30,大薗,28,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
030366,245,和歌山県,有田川町,2020-04-30,尾上,34,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,
030366,246,和歌山県,有田川町,2020-04-30,小原,35,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,
030366,247,和歌山県,有田川町,2020-04-30,生石,138,64,74,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75,
030366,251,和歌山県,有田川町,2020-04-30,丹生,167,75,92,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,3,0,67,
030366,252,和歌山県,有田川町,2020-04-30,糸野,361,162,199,1,0,0,1,0,0,0,1,1,2,1,1,1,1,2,2,2,1,4,0,4,2,1,1,4,1,2,0,2,1,1,2,0,2,2,1,142,
030366,253,和歌山県,有田川町,2020-04-30,下六川,81,38,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,28,
030366,254,和歌山県,有田川町,2020-04-30,釜中,60,25,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
030366,255,和歌山県,有田川町,2020-04-30,黒松,90,39,51,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,0,0,1,0,0,1,0,0,1,1,36,
030366,256,和歌山県,有田川町,2020-04-30,上六川,75,37,38,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,33,
030366,301,和歌山県,有田川町,2020-04-30,中原,48,18,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,
030366,302,和歌山県,有田川町,2020-04-30,川合,23,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
030366,303,和歌山県,有田川町,2020-04-30,二澤,40,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,
030366,304,和歌山県,有田川町,2020-04-30,北野川,21,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
030366,311,和歌山県,有田川町,2020-04-30,粟生,309,152,157,1,1,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,2,0,0,1,1,0,0,0,1,0,179,
030366,312,和歌山県,有田川町,2020-04-30,二川,293,125,168,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,4,1,0,2,2,152,
030366,313,和歌山県,有田川町,2020-04-30,東大谷,45,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
030366,314,和歌山県,有田川町,2020-04-30,三瀬川,19,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
030366,315,和歌山県,有田川町,2020-04-30,日物川,38,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,
030366,316,和歌山県,有田川町,2020-04-30,境川,42,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,24,
030366,321,和歌山県,有田川町,2020-04-30,井谷,18,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
030366,322,和歌山県,有田川町,2020-04-30,板尾,101,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,1,0,0,53,
030366,323,和歌山県,有田川町,2020-04-30,杉野原,108,51,57,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,49,
030366,324,和歌山県,有田川町,2020-04-30,押手,59,25,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,
030366,325,和歌山県,有田川町,2020-04-30,沼谷,35,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
030366,331,和歌山県,有田川町,2020-04-30,楠本,118,53,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,71,
030366,332,和歌山県,有田川町,2020-04-30,沼,56,22,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,
030366,333,和歌山県,有田川町,2020-04-30,遠井,42,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
030366,334,和歌山県,有田川町,2020-04-30,三田,81,39,42,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,
030366,335,和歌山県,有田川町,2020-04-30,宮川,38,13,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
030366,336,和歌山県,有田川町,2020-04-30,大蔵,31,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
030366,337,和歌山県,有田川町,2020-04-30,清水,874,398,476,2,0,4,3,0,0,2,1,1,3,0,0,4,3,5,3,4,3,0,4,3,3,4,8,3,1,2,7,3,2,4,1,2,2,4,2,422,
030366,338,和歌山県,有田川町,2020-04-30,久野原,324,147,177,0,1,0,0,0,1,0,0,0,1,0,2,0,1,3,2,1,1,2,1,1,0,1,0,2,0,1,1,0,1,1,1,0,1,3,0,164,
030366,339,和歌山県,有田川町,2020-04-30,下湯川,82,34,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,
030366,340,和歌山県,有田川町,2020-04-30,上湯川,23,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
030366,341,和歌山県,有田川町,2020-04-30,上湯川(室川),8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
