市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
303666,148,和歌山県,有田川町,2026-01-31,吉見,166,83,83,2,3,2,5,6,2,8,1,4,4,2,3,5,3,3,5,5,4,5,5,3,4,5,5,4,5,8,6,10,9,5,7,2,2,4,10,47,
303666,201,和歌山県,有田川町,2026-01-31,吉原,971,470,501,8,10,21,10,20,14,20,23,21,16,12,21,20,7,16,21,27,26,33,30,37,34,27,37,30,34,44,50,56,51,35,40,24,30,19,47,413,
303666,202,和歌山県,有田川町,2026-01-31,糸川,74,34,40,0,0,0,0,0,0,0,0,1,0,1,2,2,1,2,0,2,3,0,1,0,1,2,2,1,4,5,3,10,8,1,1,2,5,5,9,42,
303666,203,和歌山県,有田川町,2026-01-31,修理川,105,51,54,1,0,0,0,2,1,1,1,3,1,1,2,0,0,3,3,2,0,1,2,6,7,4,5,0,5,7,2,4,7,6,6,5,5,5,7,53,
303666,204,和歌山県,有田川町,2026-01-31,宇井苔,22,9,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,1,0,0,1,1,3,8,17,
303666,205,和歌山県,有田川町,2026-01-31,松原,49,21,28,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,3,1,1,2,0,1,3,2,3,3,5,5,1,4,2,7,31,
303666,206,和歌山県,有田川町,2026-01-31,歓喜寺,148,69,79,0,2,2,0,2,3,2,1,1,0,3,2,1,4,2,3,2,1,1,4,2,4,9,7,12,13,7,6,3,2,8,6,4,6,8,15,69,
303666,211,和歌山県,有田川町,2026-01-31,伏羊,117,54,63,1,0,2,0,1,2,0,7,5,4,1,1,1,0,1,2,2,4,7,4,5,3,0,4,2,2,6,9,7,7,10,10,3,2,0,2,37,
303666,212,和歌山県,有田川町,2026-01-31,小川,828,395,433,11,8,16,4,10,13,24,10,15,12,13,21,10,11,15,14,20,19,22,21,21,20,36,35,28,34,44,40,37,37,32,42,13,37,28,55,343,
303666,214,和歌山県,有田川町,2026-01-31,中野,168,87,81,2,0,1,3,7,4,5,5,7,5,7,1,5,3,2,5,1,3,10,8,1,4,7,3,4,8,9,4,4,10,5,5,7,3,3,7,73,
303666,215,和歌山県,有田川町,2026-01-31,市場,279,125,154,2,5,3,2,5,1,3,7,7,6,4,4,1,0,6,7,10,8,7,7,9,10,15,9,7,15,13,13,13,14,9,12,4,9,7,25,131,
303666,216,和歌山県,有田川町,2026-01-31,中井原,494,229,265,8,7,11,7,8,11,10,14,8,8,11,12,8,12,9,11,8,16,11,8,18,14,17,20,17,22,20,20,18,18,18,22,13,17,16,26,208,
303666,217,和歌山県,有田川町,2026-01-31,金屋,753,329,424,8,12,8,16,15,25,18,15,14,19,10,13,15,19,12,16,18,22,17,22,31,34,25,29,27,21,22,36,24,28,24,29,16,26,25,42,331,
303666,218,和歌山県,有田川町,2026-01-31,長谷川,239,114,125,1,1,4,2,2,4,2,6,8,1,3,2,0,3,10,5,4,2,9,10,14,12,11,7,4,12,8,14,12,9,8,14,9,10,5,11,108,
303666,221,和歌山県,有田川町,2026-01-31,岩野河,87,42,45,0,0,0,0,0,0,1,1,0,1,2,0,2,1,0,0,2,0,2,1,1,2,3,3,2,1,2,3,4,5,11,9,6,8,4,10,47,
303666,222,和歌山県,有田川町,2026-01-31,川口,108,49,59,0,0,1,0,0,1,0,1,3,1,3,3,2,1,1,1,4,0,3,2,5,6,2,3,2,2,0,3,7,10,5,4,6,9,5,12,65,
303666,223,和歌山県,有田川町,2026-01-31,谷,23,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,1,3,2,0,3,3,5,21,
303666,224,和歌山県,有田川町,2026-01-31,立石,19,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,4,3,8,15,
303666,231,和歌山県,有田川町,2026-01-31,彦ケ瀬,29,13,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,2,1,1,1,2,0,1,2,1,0,1,4,0,3,2,3,19,
303666,232,和歌山県,有田川町,2026-01-31,瀬井,51,28,23,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,3,1,1,3,2,0,1,0,1,1,1,3,6,3,3,7,2,2,3,2,29,
303666,234,和歌山県,有田川町,2026-01-31,西ケ峯,181,84,97,0,0,0,0,3,0,0,2,3,3,2,0,5,2,5,1,2,3,5,4,8,9,8,4,11,8,8,3,5,11,11,9,5,15,3,23,94,
303666,236,和歌山県,有田川町,2026-01-31,中,51,24,27,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,3,3,2,0,0,2,2,1,0,2,4,3,3,0,0,2,3,4,5,8,27,
303666,237,和歌山県,有田川町,2026-01-31,中峯,38,18,20,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,2,2,2,1,0,3,3,1,0,0,1,3,2,4,4,4,22,
303666,238,和歌山県,有田川町,2026-01-31,本堂,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,5,
303666,239,和歌山県,有田川町,2026-01-31,有原,44,21,23,1,0,0,0,1,1,0,1,1,1,0,0,1,2,4,2,0,0,1,1,0,1,0,1,4,3,2,3,5,1,1,0,0,0,0,6,19,
303666,240,和歌山県,有田川町,2026-01-31,青田,60,25,35,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,1,1,3,2,1,0,0,2,2,2,3,4,3,3,5,3,2,3,5,2,7,34,
303666,241,和歌山県,有田川町,2026-01-31,沼田,56,30,26,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,3,1,2,2,7,2,1,2,2,3,5,3,0,3,7,8,28,
303666,242,和歌山県,有田川町,2026-01-31,延坂,30,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,1,2,3,1,3,2,1,1,1,3,2,2,0,2,21,
303666,244,和歌山県,有田川町,2026-01-31,大薗,25,11,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,0,0,1,0,0,1,0,2,3,1,1,1,0,0,0,0,1,2,4,11,
303666,245,和歌山県,有田川町,2026-01-31,尾上,29,14,15,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2,2,2,1,0,1,2,3,2,1,0,0,1,3,2,1,1,0,15,
303666,246,和歌山県,有田川町,2026-01-31,小原,28,13,15,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,2,0,0,1,2,2,1,4,0,0,1,4,15,
303666,247,和歌山県,有田川町,2026-01-31,生石,104,47,57,0,1,1,2,2,0,1,1,0,0,0,0,3,2,0,2,1,1,1,0,2,2,3,3,6,8,6,4,4,1,3,6,3,9,11,15,59,
303666,251,和歌山県,有田川町,2026-01-31,丹生,148,68,80,1,1,1,1,0,2,1,2,4,2,3,1,4,1,3,1,6,3,5,7,5,3,5,11,2,4,5,7,8,8,4,10,4,6,7,10,69,
303666,252,和歌山県,有田川町,2026-01-31,糸野,307,133,174,1,5,3,3,4,5,14,5,3,9,5,3,8,3,0,3,8,11,7,11,8,16,4,8,12,11,10,19,13,22,16,11,6,13,11,16,137,
303666,253,和歌山県,有田川町,2026-01-31,下六川,63,31,32,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,2,2,0,1,4,2,3,3,2,2,0,1,4,6,8,4,4,2,0,5,24,
303666,254,和歌山県,有田川町,2026-01-31,釜中,40,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,2,2,0,0,2,2,1,3,3,2,2,6,6,3,20,
303666,255,和歌山県,有田川町,2026-01-31,黒松,75,34,41,0,0,2,0,0,2,2,2,2,1,0,3,1,0,1,3,3,0,1,0,3,4,0,2,4,4,4,6,2,2,4,5,3,3,2,4,34,
303666,256,和歌山県,有田川町,2026-01-31,上六川,67,32,35,0,0,0,2,2,0,2,0,1,2,2,1,1,1,1,3,2,1,1,1,0,1,3,2,3,5,4,3,3,2,1,3,0,3,6,5,32,
303666,301,和歌山県,有田川町,2026-01-31,中原,37,16,21,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,2,1,0,0,0,1,3,1,1,4,4,3,1,1,2,0,5,23,
303666,302,和歌山県,有田川町,2026-01-31,川合,17,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,1,0,2,0,3,1,1,14,
303666,303,和歌山県,有田川町,2026-01-31,二澤,22,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,2,0,1,3,10,19,
303666,304,和歌山県,有田川町,2026-01-31,北野川,11,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,5,11,
303666,311,和歌山県,有田川町,2026-01-31,粟生,237,110,127,0,1,1,1,2,0,3,3,4,1,0,2,3,3,1,2,5,5,2,6,10,4,11,9,9,6,11,10,8,17,18,10,7,18,15,29,149,
303666,312,和歌山県,有田川町,2026-01-31,二川,243,103,140,4,5,1,2,1,3,0,0,3,4,2,0,5,4,3,7,7,1,5,3,7,5,8,8,10,11,11,15,11,13,7,13,5,15,13,31,133,
303666,313,和歌山県,有田川町,2026-01-31,東大谷,24,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,2,3,4,1,0,0,3,6,18,
303666,314,和歌山県,有田川町,2026-01-31,三瀬川,16,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,2,3,2,1,0,2,1,0,9,
303666,315,和歌山県,有田川町,2026-01-31,日物川,27,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,0,3,2,2,0,3,0,0,1,4,2,3,19,
303666,316,和歌山県,有田川町,2026-01-31,境川,34,15,19,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,2,1,1,0,0,0,1,0,0,2,3,1,1,4,4,6,20,
303666,321,和歌山県,有田川町,2026-01-31,井谷,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,2,1,1,2,0,0,0,2,9,
303666,322,和歌山県,有田川町,2026-01-31,板尾,76,31,45,0,1,0,0,0,1,2,0,0,0,0,2,2,0,2,2,1,0,1,2,1,2,0,2,7,5,4,2,4,5,4,4,1,5,2,12,51,
303666,323,和歌山県,有田川町,2026-01-31,杉野原,97,47,50,0,0,1,0,1,4,4,2,1,1,3,0,0,1,1,0,1,3,3,3,4,4,2,3,4,3,2,3,7,5,5,5,2,3,6,10,47,
303666,324,和歌山県,有田川町,2026-01-31,押手,39,17,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,1,1,1,0,1,3,5,1,3,2,3,1,4,4,3,24,
303666,325,和歌山県,有田川町,2026-01-31,沼谷,26,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,3,2,0,4,2,0,1,3,6,18,
303666,331,和歌山県,有田川町,2026-01-31,楠本,87,36,51,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2,0,1,2,2,1,5,2,4,1,2,5,2,5,6,5,2,8,6,20,61,
303666,332,和歌山県,有田川町,2026-01-31,沼,39,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3,3,2,1,1,2,1,2,0,5,5,10,29,
303666,333,和歌山県,有田川町,2026-01-31,遠井,28,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,1,0,1,4,1,0,2,2,10,21,
303666,334,和歌山県,有田川町,2026-01-31,三田,63,27,36,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2,1,1,0,2,2,1,0,0,2,4,4,2,2,3,5,6,2,0,6,4,10,37,
303666,335,和歌山県,有田川町,2026-01-31,宮川,33,14,19,3,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,3,3,1,1,1,0,1,0,1,2,5,17,
303666,336,和歌山県,有田川町,2026-01-31,大蔵,23,12,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,2,0,1,1,0,1,2,0,1,3,2,1,0,1,3,13,
303666,337,和歌山県,有田川町,2026-01-31,清水,677,320,357,0,1,6,4,10,9,8,14,8,6,6,5,10,6,7,10,12,10,16,11,20,24,26,22,31,30,37,39,33,35,32,31,17,28,41,72,356,
303666,338,和歌山県,有田川町,2026-01-31,久野原,273,134,139,0,1,1,3,5,5,5,5,4,4,1,3,5,6,1,1,5,7,12,5,7,7,12,8,7,11,13,13,20,12,15,16,11,12,10,20,138,
303666,339,和歌山県,有田川町,2026-01-31,下湯川,55,22,33,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2,1,2,2,1,2,1,2,0,4,3,5,2,5,8,10,38,
303666,340,和歌山県,有田川町,2026-01-31,上湯川,15,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,2,2,6,9,
303666,341,和歌山県,有田川町,2026-01-31,上湯川(室川),5,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
