市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
030366,132,和歌山県,有田川町,2022-04-30,長田,315,151,164,7,7,3,6,10,11,8,5,9,3,4,5,7,4,11,10,9,8,14,8,8,8,7,17,10,12,11,16,14,12,9,11,2,9,8,12,122,
030366,133,和歌山県,有田川町,2022-04-30,上中島,429,201,228,5,2,12,8,5,10,7,11,16,9,8,5,7,8,9,10,11,15,16,7,20,27,16,28,17,12,10,14,16,20,11,8,3,11,12,23,173,
030366,141,和歌山県,有田川町,2022-04-30,徳田,1992,986,1006,54,40,82,64,51,60,62,50,49,25,50,44,51,59,70,70,72,83,67,58,46,57,50,56,59,58,55,59,64,71,47,57,26,38,31,57,785,
030366,142,和歌山県,有田川町,2022-04-30,庄,1435,672,763,44,38,27,43,25,35,28,28,27,25,35,40,50,46,41,48,49,51,50,44,36,29,36,57,41,54,52,45,48,54,33,38,27,32,23,56,627,
030366,145,和歌山県,有田川町,2022-04-30,垣倉,363,165,198,10,15,16,9,13,9,8,5,6,9,6,6,6,13,14,9,14,15,9,11,10,14,11,11,11,17,15,20,10,8,2,11,1,5,3,11,145,
030366,146,和歌山県,有田川町,2022-04-30,東丹生図,244,102,142,2,7,2,6,6,9,1,4,2,4,8,5,8,6,6,13,6,6,4,5,5,7,12,11,10,11,9,10,7,4,6,11,6,8,2,15,84,
030366,147,和歌山県,有田川町,2022-04-30,西丹生図,341,158,183,15,6,17,21,8,10,5,8,7,7,5,5,11,17,14,8,12,15,10,11,10,11,9,9,8,14,9,11,8,7,4,7,3,4,3,12,118,
030366,148,和歌山県,有田川町,2022-04-30,吉見,173,87,86,3,4,4,3,7,1,6,4,3,3,4,3,5,3,5,4,4,5,3,6,4,4,4,4,7,7,13,9,6,8,1,2,5,5,3,11,52,
030366,201,和歌山県,有田川町,2022-04-30,吉原,1058,505,553,14,11,27,11,19,25,24,24,23,32,16,12,19,18,18,26,37,29,34,33,31,38,26,31,37,52,55,50,51,51,24,22,24,33,26,55,421,
030366,202,和歌山県,有田川町,2022-04-30,糸川,84,39,45,0,0,0,0,0,0,0,0,1,0,1,2,4,1,1,3,1,1,0,1,2,2,0,2,5,4,8,9,5,2,2,2,4,7,5,9,45,
030366,203,和歌山県,有田川町,2022-04-30,修理川,119,58,61,0,0,2,1,1,0,4,1,1,3,1,0,1,2,3,2,2,2,6,5,5,6,0,5,5,2,6,2,7,10,6,6,6,6,2,8,55,
030366,204,和歌山県,有田川町,2022-04-30,宇井苔,25,11,14,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,2,2,0,1,0,2,6,2,3,19,
030366,205,和歌山県,有田川町,2022-04-30,松原,55,25,30,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,2,3,2,1,0,1,2,2,3,3,5,5,2,3,2,6,3,4,34,
030366,206,和歌山県,有田川町,2022-04-30,歓喜寺,154,69,85,1,0,2,1,2,3,0,0,3,3,3,3,1,4,3,1,1,3,2,5,8,5,12,11,6,9,4,3,8,4,4,7,5,10,4,13,67,
030366,211,和歌山県,有田川町,2022-04-30,伏羊,125,57,68,3,0,1,2,0,7,4,4,2,3,1,1,0,0,2,5,7,3,4,4,2,4,1,1,4,7,9,8,10,11,4,3,1,1,2,4,38,
030366,212,和歌山県,有田川町,2022-04-30,小川,908,434,474,17,3,10,8,21,13,18,16,15,29,7,12,21,13,19,17,20,25,23,17,31,28,32,41,38,39,41,36,41,42,15,37,27,31,38,67,350,
030366,214,和歌山県,有田川町,2022-04-30,中野,178,89,89,0,2,8,6,6,3,7,5,3,1,4,2,4,6,2,4,6,7,4,5,7,2,3,7,7,5,6,11,5,5,10,6,5,5,2,7,67,
030366,215,和歌山県,有田川町,2022-04-30,市場,312,145,167,1,6,8,1,4,4,9,8,6,3,3,0,7,6,9,9,8,6,5,10,15,12,7,8,14,19,15,16,8,11,9,11,5,10,12,27,134,
030366,216,和歌山県,有田川町,2022-04-30,中井原,531,248,283,12,8,8,9,7,14,14,14,10,14,12,10,10,15,6,9,11,12,16,16,17,17,21,26,20,18,15,18,27,24,12,19,14,17,16,23,208,
030366,217,和歌山県,有田川町,2022-04-30,金屋,808,360,448,5,12,12,22,16,19,16,17,14,23,19,13,7,11,17,21,16,25,35,29,25,35,24,17,31,31,22,38,31,29,19,29,20,33,31,44,349,
030366,218,和歌山県,有田川町,2022-04-30,長谷川,270,125,145,1,1,5,4,2,6,8,4,5,5,2,2,9,8,6,3,6,7,12,12,14,7,5,11,6,16,13,8,10,16,10,9,8,11,3,15,114,
030366,221,和歌山県,有田川町,2022-04-30,岩野河,102,47,55,0,0,0,0,1,1,0,1,2,0,2,1,1,0,1,0,2,2,2,4,3,3,2,2,2,3,3,4,9,8,6,11,7,5,4,10,50,
030366,222,和歌山県,有田川町,2022-04-30,川口,127,57,70,1,0,1,1,1,1,1,2,6,6,2,1,0,2,2,1,2,2,5,5,2,5,1,1,2,2,5,9,9,8,6,9,6,3,5,12,65,
030366,223,和歌山県,有田川町,2022-04-30,谷,29,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,2,2,3,3,4,3,5,22,
030366,224,和歌山県,有田川町,2022-04-30,立石,27,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,1,1,2,1,6,4,6,19,
030366,231,和歌山県,有田川町,2022-04-30,彦ケ瀬,33,15,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,1,0,1,3,0,1,0,1,2,1,3,1,4,3,1,0,5,20,
030366,232,和歌山県,有田川町,2022-04-30,瀬井,59,31,28,0,0,1,0,0,1,1,0,1,0,0,0,0,0,4,1,1,1,2,2,0,0,1,1,1,1,6,6,3,7,3,2,3,2,4,4,32,
030366,234,和歌山県,有田川町,2022-04-30,西ケ峯,210,98,112,0,0,1,0,2,0,3,2,4,1,4,3,4,2,2,4,4,2,6,9,7,5,7,6,10,5,8,7,15,11,1,18,8,10,12,27,101,
030366,236,和歌山県,有田川町,2022-04-30,中,62,30,32,0,0,0,0,0,0,1,3,1,0,2,0,1,0,2,0,2,2,1,2,2,1,0,2,2,1,5,2,1,2,2,3,5,6,3,8,31,
030366,237,和歌山県,有田川町,2022-04-30,中峯,43,19,24,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,2,1,1,1,0,3,2,1,1,0,1,2,3,5,0,3,6,6,25,
030366,238,和歌山県,有田川町,2022-04-30,本堂,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,6,
030366,239,和歌山県,有田川町,2022-04-30,有原,56,24,32,0,0,0,1,1,1,1,0,1,2,1,4,2,2,2,2,0,1,1,1,0,1,3,4,3,3,5,0,2,1,1,1,0,1,1,7,24,
030366,240,和歌山県,有田川町,2022-04-30,青田,76,33,43,0,0,0,0,0,1,0,1,1,1,3,1,0,0,0,1,3,3,1,0,2,1,2,4,3,2,3,6,5,2,4,5,3,5,3,10,39,
030366,241,和歌山県,有田川町,2022-04-30,沼田,71,35,36,0,0,0,0,0,0,1,0,1,2,1,1,0,1,0,1,1,0,3,1,2,1,5,2,2,2,2,3,3,4,3,3,6,7,5,8,35,
030366,242,和歌山県,有田川町,2022-04-30,延坂,45,24,21,1,0,1,0,0,0,1,0,2,0,0,0,1,1,2,0,1,0,1,0,1,2,2,1,2,1,3,2,1,2,3,2,2,2,0,8,22,
030366,243,和歌山県,有田川町,2022-04-30,大西,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,
030366,244,和歌山県,有田川町,2022-04-30,大薗,29,12,17,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0,2,0,0,1,0,2,2,1,2,1,1,0,0,0,0,1,2,2,4,12,
030366,245,和歌山県,有田川町,2022-04-30,尾上,34,17,17,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,0,2,2,1,0,1,1,1,2,2,2,0,1,3,2,1,1,2,1,1,2,13,
030366,246,和歌山県,有田川町,2022-04-30,小原,33,18,15,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,2,0,0,1,2,1,1,3,1,2,2,1,3,5,17,
030366,247,和歌山県,有田川町,2022-04-30,生石,122,59,63,0,1,1,0,2,1,0,0,0,0,3,4,3,2,1,1,1,0,1,1,4,4,6,9,6,4,5,2,5,6,3,7,7,12,11,9,67,
030366,251,和歌山県,有田川町,2022-04-30,丹生,169,77,92,1,1,1,2,0,1,6,2,2,4,5,2,3,1,5,3,5,5,6,4,3,10,4,6,4,5,7,6,6,13,6,8,5,10,8,9,70,
030366,252,和歌山県,有田川町,2022-04-30,糸野,334,147,187,2,2,3,5,14,6,7,6,8,6,4,4,3,2,7,10,7,12,5,14,10,13,10,10,7,14,15,26,23,14,9,16,7,7,6,20,140,
030366,253,和歌山県,有田川町,2022-04-30,下六川,77,37,40,0,1,1,0,0,1,1,2,1,0,2,1,0,1,2,2,1,1,3,2,3,3,2,2,1,2,5,6,6,6,5,2,4,1,0,7,27,
030366,254,和歌山県,有田川町,2022-04-30,釜中,49,21,28,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,2,0,2,1,1,1,1,2,1,1,3,4,3,5,4,2,4,6,25,
030366,255,和歌山県,有田川町,2022-04-30,黒松,82,37,45,2,0,0,1,2,3,2,1,0,2,1,1,1,3,3,0,1,0,3,3,0,2,1,4,7,4,1,5,4,4,6,4,0,2,3,6,35,
030366,256,和歌山県,有田川町,2022-04-30,上六川,75,37,38,0,1,2,1,1,0,1,2,3,1,1,0,2,2,2,3,1,0,0,1,1,2,2,4,5,4,5,2,1,3,2,2,4,5,4,5,33,
030366,301,和歌山県,有田川町,2022-04-30,中原,42,15,27,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,1,1,0,0,0,2,1,0,2,3,5,2,1,5,1,1,0,9,26,
030366,302,和歌山県,有田川町,2022-04-30,川合,21,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,1,2,2,0,2,0,3,2,0,1,2,17,
030366,303,和歌山県,有田川町,2022-04-30,二澤,35,13,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,3,1,0,1,0,0,3,1,1,1,6,4,8,27,
030366,304,和歌山県,有田川町,2022-04-30,北野川,16,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,1,0,0,1,3,5,15,
030366,311,和歌山県,有田川町,2022-04-30,粟生,274,132,142,1,1,4,0,3,2,4,1,3,3,2,3,4,4,3,4,2,5,11,4,10,9,7,7,9,6,13,15,22,16,9,15,10,17,15,30,161,
030366,312,和歌山県,有田川町,2022-04-30,二川,267,114,153,1,2,1,3,1,1,4,5,3,2,5,1,5,5,5,4,5,2,8,7,4,8,11,11,10,10,12,15,9,16,6,10,12,18,12,33,141,
030366,313,和歌山県,有田川町,2022-04-30,東大谷,31,18,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,2,6,2,1,0,0,4,6,4,21,
030366,314,和歌山県,有田川町,2022-04-30,三瀬川,17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,3,3,1,0,2,1,0,0,1,10,
030366,315,和歌山県,有田川町,2022-04-30,日物川,31,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,2,2,1,2,0,2,0,3,2,3,5,3,24,
030366,316,和歌山県,有田川町,2022-04-30,境川,39,18,21,0,0,0,1,0,0,1,1,0,1,0,0,0,0,2,1,0,1,2,1,2,0,0,0,0,0,1,1,3,2,1,4,2,1,4,7,23,
030366,321,和歌山県,有田川町,2022-04-30,井谷,16,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,3,1,2,1,0,1,0,0,0,4,10,
030366,322,和歌山県,有田川町,2022-04-30,板尾,93,44,49,0,0,0,0,2,1,3,1,1,3,1,0,1,1,2,0,1,2,3,2,0,1,7,5,3,1,4,4,6,5,0,4,2,10,8,9,55,
030366,323,和歌山県,有田川町,2022-04-30,杉野原,103,50,53,0,0,2,3,3,2,2,1,3,0,0,0,0,0,1,3,2,2,6,5,2,1,2,4,3,3,7,4,5,5,2,4,3,5,7,11,48,
030366,324,和歌山県,有田川町,2022-04-30,押手,56,22,34,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0,0,0,1,2,0,1,4,4,1,4,2,5,2,2,3,5,4,10,34,
030366,325,和歌山県,有田川町,2022-04-30,沼谷,32,12,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,2,2,5,1,1,2,1,1,2,9,23,
030366,331,和歌山県,有田川町,2022-04-30,楠本,109,48,61,0,0,0,0,2,0,1,1,1,1,1,0,2,1,1,0,2,3,3,1,4,0,3,3,5,4,2,3,7,5,2,8,4,9,8,22,69,
030366,332,和歌山県,有田川町,2022-04-30,沼,50,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,3,2,1,2,2,1,1,3,1,3,1,5,6,14,35,
030366,333,和歌山県,有田川町,2022-04-30,遠井,39,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,2,4,1,1,1,1,6,6,10,25,
030366,334,和歌山県,有田川町,2022-04-30,三田,70,32,38,0,1,1,0,0,1,0,0,0,1,1,0,2,1,3,0,1,2,1,0,1,2,2,2,3,3,3,3,6,3,1,7,1,4,6,8,38,
030366,335,和歌山県,有田川町,2022-04-30,宮川,33,12,21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,2,3,2,1,3,1,0,3,0,0,1,2,2,7,20,
030366,336,和歌山県,有田川町,2022-04-30,大蔵,26,14,12,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,2,0,0,2,1,1,1,2,1,1,3,2,0,0,1,2,2,1,14,
030366,337,和歌山県,有田川町,2022-04-30,清水,811,373,438,8,4,12,10,12,16,13,14,9,12,13,5,7,15,13,16,19,13,15,20,28,20,26,29,34,35,40,43,35,31,19,29,31,37,39,89,405,
030366,338,和歌山県,有田川町,2022-04-30,久野原,305,144,161,0,2,3,6,7,3,5,4,4,4,4,8,1,2,7,5,7,7,9,7,15,9,6,8,14,14,17,13,17,17,9,12,13,11,6,29,161,
030366,339,和歌山県,有田川町,2022-04-30,下湯川,65,24,41,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,3,2,2,1,1,0,1,3,2,9,2,5,6,4,4,13,44,
030366,340,和歌山県,有田川町,2022-04-30,上湯川,20,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,2,0,0,1,0,1,2,2,2,5,12,
030366,341,和歌山県,有田川町,2022-04-30,上湯川(室川),8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,3,5,
