市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
030366,121,和歌山県,有田川町,2019-04-30,大賀畑,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,1,1,0,2,0,8,
030366,122,和歌山県,有田川町,2019-04-30,田口,367,169,198,6,4,9,9,9,15,14,8,8,11,6,4,10,7,6,9,7,9,15,14,12,17,11,11,8,11,12,15,13,17,11,12,7,8,4,13,127,
030366,123,和歌山県,有田川町,2019-04-30,大谷,180,86,94,4,4,7,0,5,3,3,7,2,4,0,0,4,2,8,4,2,7,4,7,10,2,1,3,2,6,8,8,9,16,8,8,7,5,2,7,58,
030366,124,和歌山県,有田川町,2019-04-30,井口,272,125,147,2,0,2,2,6,9,14,10,4,5,7,3,8,7,1,5,7,8,8,11,9,11,8,8,9,11,9,14,12,14,7,8,6,10,5,8,89,
030366,125,和歌山県,有田川町,2019-04-30,賢,418,197,221,3,7,4,10,9,2,13,11,13,15,10,2,10,9,9,8,9,11,14,16,15,14,8,13,15,23,19,18,16,14,12,14,12,9,4,22,134,
030366,126,和歌山県,有田川町,2019-04-30,田角,78,35,43,1,0,0,1,0,1,2,0,1,1,0,1,4,2,2,1,1,1,1,3,2,1,6,5,3,5,4,3,0,4,4,4,1,3,1,6,28,
030366,127,和歌山県,有田川町,2019-04-30,船坂,175,82,93,1,0,2,4,6,0,5,2,5,7,4,3,3,3,4,4,4,5,5,7,6,7,5,4,5,10,8,7,7,5,5,10,6,10,2,6,63,
030366,128,和歌山県,有田川町,2019-04-30,長谷,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,1,0,5,
030366,129,和歌山県,有田川町,2019-04-30,出,194,90,104,4,9,4,7,4,4,7,1,6,5,5,8,7,8,5,6,4,2,5,6,0,6,5,5,9,10,9,8,6,4,0,3,1,7,6,6,74,
030366,130,和歌山県,有田川町,2019-04-30,尾中,136,71,65,1,2,2,1,2,1,4,2,6,3,5,2,5,4,4,3,4,2,3,4,7,5,3,4,5,7,4,3,8,8,3,4,3,5,1,5,56,
030366,131,和歌山県,有田川町,2019-04-30,角,172,79,93,2,1,3,6,7,6,2,5,2,5,4,1,4,7,7,3,6,5,8,9,1,5,4,3,7,8,8,9,6,6,4,5,1,2,2,6,60,
030366,132,和歌山県,有田川町,2019-04-30,長田,327,159,168,6,5,5,8,14,10,5,1,9,7,8,9,8,8,10,6,13,7,8,12,9,10,9,15,10,11,17,17,16,11,3,12,5,10,6,12,119,
030366,133,和歌山県,有田川町,2019-04-30,上中島,445,206,239,6,5,9,7,3,8,13,16,15,13,10,7,10,9,4,16,17,9,18,15,17,27,14,20,15,10,11,25,15,9,11,11,11,14,8,17,164,
030366,141,和歌山県,有田川町,2019-04-30,徳田,1994,969,1025,74,51,60,63,53,57,65,36,52,32,40,57,54,53,72,86,80,68,57,62,48,55,57,54,50,61,57,62,59,71,47,49,24,39,24,60,762,
030366,142,和歌山県,有田川町,2019-04-30,庄,1470,680,790,37,39,29,34,24,44,29,26,33,25,38,44,46,56,49,52,53,38,42,43,33,38,42,63,53,46,46,50,43,44,35,42,28,39,25,60,645,
030366,145,和歌山県,有田川町,2019-04-30,垣倉,352,156,196,6,10,14,12,10,7,5,7,7,13,4,10,9,12,10,12,12,10,11,13,13,12,11,15,19,17,14,16,4,7,1,11,2,3,4,12,142,
030366,146,和歌山県,有田川町,2019-04-30,東丹生図,242,103,139,1,9,5,5,3,5,2,6,3,6,11,2,9,10,4,7,5,4,2,3,11,13,10,14,11,7,8,7,5,9,5,9,6,12,1,11,80,
030366,147,和歌山県,有田川町,2019-04-30,西丹生図,297,140,157,14,11,12,11,6,6,11,7,4,4,8,9,6,12,15,11,8,13,10,9,4,6,7,9,15,14,6,10,5,7,3,4,2,11,4,6,106,
030366,148,和歌山県,有田川町,2019-04-30,吉見,190,97,93,3,5,6,1,10,3,3,6,5,3,5,4,5,2,4,6,6,8,4,3,5,7,5,5,9,9,10,5,4,6,5,4,4,5,3,11,52,
030366,201,和歌山県,有田川町,2019-04-30,吉原,1101,534,567,21,10,19,12,19,29,32,32,26,25,25,20,20,25,31,27,33,30,34,31,22,35,37,44,49,52,53,47,36,33,28,34,20,40,25,45,423,
030366,202,和歌山県,有田川町,2019-04-30,糸川,93,43,50,0,0,0,0,0,0,1,0,0,3,5,3,1,0,1,4,0,1,2,0,0,2,3,5,9,7,5,4,3,1,1,6,6,4,4,9,45,
030366,203,和歌山県,有田川町,2019-04-30,修理川,131,63,68,2,0,1,1,5,1,1,1,2,2,0,1,2,2,3,0,2,5,7,6,1,4,3,3,4,2,6,8,10,6,3,8,7,7,4,10,56,
030366,204,和歌山県,有田川町,2019-04-30,宇井苔,23,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,2,0,0,0,1,2,4,7,0,1,18,
030366,205,和歌山県,有田川町,2019-04-30,松原,70,31,39,0,1,0,0,0,0,0,2,1,0,1,1,0,0,1,0,1,1,3,3,1,1,0,2,5,1,2,3,6,7,3,8,3,1,3,8,38,
030366,206,和歌山県,有田川町,2019-04-30,歓喜寺,172,81,91,1,1,2,2,0,0,4,0,5,9,5,4,2,2,1,2,2,3,7,3,7,13,12,7,5,6,4,2,6,8,4,12,10,11,2,5,64,
030366,211,和歌山県,有田川町,2019-04-30,伏羊,124,56,68,0,0,1,3,1,6,4,4,2,0,0,0,1,2,4,4,5,2,4,4,0,4,2,2,5,9,9,8,9,9,3,1,2,2,2,7,42,
030366,212,和歌山県,有田川町,2019-04-30,小川,965,456,509,10,4,15,13,19,12,19,23,15,32,14,18,18,12,22,22,25,20,21,28,37,34,36,35,43,36,43,46,28,36,25,38,31,39,31,57,351,
030366,214,和歌山県,有田川町,2019-04-30,中野,191,95,96,6,4,5,4,8,5,4,4,5,0,5,3,3,9,2,5,9,6,1,6,8,4,3,6,10,9,8,7,6,3,6,6,4,6,1,7,72,
030366,215,和歌山県,有田川町,2019-04-30,市場,349,167,182,6,1,4,3,6,8,12,6,9,3,4,6,5,12,15,6,4,9,13,14,9,8,16,17,14,13,9,12,10,11,7,14,10,13,11,23,137,
030366,216,和歌山県,有田川町,2019-04-30,中井原,536,245,291,10,3,6,12,7,16,14,15,12,13,11,23,4,10,7,11,13,10,18,16,17,25,19,18,23,23,18,18,18,23,19,19,14,15,12,19,197,
030366,217,和歌山県,有田川町,2019-04-30,金屋,878,394,484,11,15,20,22,15,19,12,18,20,23,18,14,15,16,14,28,26,23,27,37,27,24,30,27,27,35,28,36,23,28,29,42,28,33,18,39,363,
030366,218,和歌山県,有田川町,2019-04-30,長谷川,285,128,157,4,2,0,5,7,7,8,8,4,4,6,7,7,5,4,3,12,11,13,8,10,12,3,12,11,11,12,10,10,17,8,9,9,10,0,15,116,
030366,221,和歌山県,有田川町,2019-04-30,岩野河,112,50,62,0,0,1,1,0,0,1,1,2,1,2,1,1,1,2,0,3,3,1,4,3,2,2,3,3,2,6,6,7,9,8,8,7,9,1,9,57,
030366,222,和歌山県,有田川町,2019-04-30,川口,147,68,79,1,1,2,1,1,3,2,3,7,6,3,1,0,2,4,2,2,3,4,9,2,0,2,3,2,4,9,10,8,4,7,8,8,9,3,10,70,
030366,223,和歌山県,有田川町,2019-04-30,谷,32,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,4,1,1,4,4,3,1,7,22,
030366,224,和歌山県,有田川町,2019-04-30,立石,29,11,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,6,4,5,2,5,19,
030366,231,和歌山県,有田川町,2019-04-30,彦ケ瀬,36,17,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,1,1,1,0,3,0,0,2,2,2,0,3,2,2,3,2,1,5,19,
030366,232,和歌山県,有田川町,2019-04-30,瀬井,68,34,34,0,0,1,1,1,0,0,0,1,0,1,0,1,1,4,2,2,2,1,0,1,0,1,1,4,4,5,6,2,6,3,1,2,6,4,4,39,
030366,234,和歌山県,有田川町,2019-04-30,西ケ峯,255,120,135,0,1,3,0,2,4,8,2,5,4,3,3,7,4,2,3,6,6,8,8,8,6,8,4,7,4,12,13,10,11,11,17,10,18,8,24,114,
030366,236,和歌山県,有田川町,2019-04-30,中,71,33,38,0,0,0,0,0,2,2,1,0,0,2,0,2,0,2,2,1,1,2,2,0,1,2,1,2,3,3,1,2,5,2,6,7,5,4,8,37,
030366,237,和歌山県,有田川町,2019-04-30,中峯,51,23,28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3,0,1,2,1,4,3,0,0,2,2,3,2,3,5,3,3,7,28,
030366,238,和歌山県,有田川町,2019-04-30,本堂,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,7,
030366,239,和歌山県,有田川町,2019-04-30,有原,61,26,35,0,0,1,1,1,1,2,2,0,1,2,4,2,3,0,0,1,1,0,1,2,3,3,2,3,3,4,1,2,0,0,1,3,2,0,8,23,
030366,240,和歌山県,有田川町,2019-04-30,青田,94,40,54,0,0,0,1,0,1,2,2,4,2,0,0,0,0,3,3,2,1,0,2,4,3,1,3,6,7,2,3,6,4,2,6,4,9,3,5,42,
030366,241,和歌山県,有田川町,2019-04-30,沼田,80,40,40,0,0,0,0,0,0,2,2,1,2,0,1,0,1,1,0,2,1,3,1,1,2,7,3,1,2,4,2,3,4,2,6,7,4,5,10,38,
030366,242,和歌山県,有田川町,2019-04-30,延坂,49,24,25,0,0,0,0,0,0,2,0,1,1,0,0,1,0,2,0,1,0,1,1,2,2,2,2,3,2,1,1,1,2,3,3,2,4,1,7,23,
030366,243,和歌山県,有田川町,2019-04-30,大西,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2,
030366,244,和歌山県,有田川町,2019-04-30,大薗,28,11,17,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,0,0,1,2,2,1,1,1,1,2,0,0,0,2,3,3,1,1,12,
030366,245,和歌山県,有田川町,2019-04-30,尾上,34,16,18,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,1,2,0,1,0,0,0,1,3,2,1,2,2,1,2,3,1,0,2,1,2,12,
030366,246,和歌山県,有田川町,2019-04-30,小原,39,21,18,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,1,0,1,0,1,1,1,2,2,4,1,1,2,4,5,3,19,
030366,247,和歌山県,有田川町,2019-04-30,生石,142,64,78,1,1,1,0,1,1,0,1,1,3,4,2,1,2,2,1,1,1,2,2,8,7,6,6,6,3,2,3,4,7,7,14,12,10,4,12,77,
030366,251,和歌山県,有田川町,2019-04-30,丹生,181,80,101,1,0,0,2,1,2,4,3,5,5,4,3,4,2,8,5,3,5,5,4,3,13,5,4,4,8,7,8,6,11,5,10,7,7,9,8,70,
030366,252,和歌山県,有田川町,2019-04-30,糸野,377,169,208,2,5,13,6,11,7,8,10,8,8,4,6,3,6,10,10,7,11,8,15,6,17,8,7,16,22,17,20,17,15,7,13,12,12,8,14,145,
030366,253,和歌山県,有田川町,2019-04-30,下六川,86,40,46,0,1,1,0,1,1,2,2,2,2,2,2,1,0,2,2,0,1,5,3,3,3,1,1,2,9,5,5,7,3,4,2,2,3,0,7,26,
030366,254,和歌山県,有田川町,2019-04-30,釜中,62,26,36,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,2,2,1,0,2,2,1,2,1,2,4,4,3,3,4,5,4,7,4,5,28,
030366,255,和歌山県,有田川町,2019-04-30,黒松,89,39,50,2,0,1,2,2,3,2,2,0,2,1,2,2,2,2,0,2,2,2,2,0,3,5,4,3,5,3,2,6,5,2,5,3,2,1,7,35,
030366,256,和歌山県,有田川町,2019-04-30,上六川,76,38,38,0,2,3,0,1,1,2,1,2,1,1,1,3,3,1,1,1,1,0,1,2,3,4,4,4,2,2,1,2,4,3,4,3,3,3,6,33,
030366,301,和歌山県,有田川町,2019-04-30,中原,49,19,30,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,1,0,0,2,1,0,1,2,7,4,3,2,0,3,1,4,1,8,30,
030366,302,和歌山県,有田川町,2019-04-30,川合,25,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,2,1,0,2,0,3,2,1,1,4,21,
030366,303,和歌山県,有田川町,2019-04-30,二澤,40,13,27,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,3,0,0,1,2,0,2,1,3,3,7,2,9,29,
030366,304,和歌山県,有田川町,2019-04-30,北野川,24,10,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,1,0,2,2,4,7,19,
030366,311,和歌山県,有田川町,2019-04-30,粟生,321,153,168,1,3,3,1,3,3,3,4,6,4,4,1,3,4,4,4,5,5,11,8,6,7,10,4,15,12,12,17,21,13,10,18,16,22,20,34,187,
030366,312,和歌山県,有田川町,2019-04-30,二川,313,135,178,2,2,1,2,3,2,5,6,4,5,5,4,5,4,6,4,7,5,4,9,10,7,8,9,14,15,13,14,11,13,12,20,9,20,13,34,159,
030366,313,和歌山県,有田川町,2019-04-30,東大谷,47,22,25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,3,0,0,2,4,4,4,1,0,1,1,6,6,8,28,
030366,314,和歌山県,有田川町,2019-04-30,三瀬川,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,1,0,0,3,4,1,1,0,1,2,0,0,2,12,
030366,315,和歌山県,有田川町,2019-04-30,日物川,43,19,24,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,2,2,1,3,1,2,0,0,3,5,3,1,4,8,30,
030366,316,和歌山県,有田川町,2019-04-30,境川,47,21,26,0,0,0,1,1,1,0,0,0,2,0,0,1,0,2,2,1,2,3,0,0,0,0,0,1,0,2,2,1,3,3,2,3,4,3,6,26,
030366,321,和歌山県,有田川町,2019-04-30,井谷,18,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,3,1,0,2,0,0,0,3,0,3,12,
030366,322,和歌山県,有田川町,2019-04-30,板尾,108,51,57,0,0,0,2,3,0,2,3,0,1,1,0,2,0,0,0,1,3,3,2,3,5,5,1,3,4,8,6,1,3,2,7,6,10,9,8,56,
030366,323,和歌山県,有田川町,2019-04-30,杉野原,110,52,58,1,0,3,4,3,0,1,2,2,0,0,3,0,1,2,3,4,3,1,2,3,4,5,2,5,6,5,3,5,5,2,5,5,8,6,9,51,
030366,324,和歌山県,有田川町,2019-04-30,押手,60,25,35,0,0,0,0,0,0,0,1,0,0,2,0,1,0,2,0,1,0,0,2,1,0,0,1,4,6,1,4,3,3,2,7,5,2,3,9,36,
030366,325,和歌山県,有田川町,2019-04-30,沼谷,41,16,25,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,2,2,4,0,1,4,1,1,2,4,4,9,25,
030366,331,和歌山県,有田川町,2019-04-30,楠本,127,58,69,0,0,2,0,0,1,3,2,4,0,2,0,1,2,2,1,3,3,2,1,5,1,4,3,5,3,2,5,6,5,4,10,5,11,9,20,76,
030366,332,和歌山県,有田川町,2019-04-30,沼,57,23,34,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,3,1,2,2,1,1,2,2,1,2,1,5,6,6,4,13,36,
030366,333,和歌山県,有田川町,2019-04-30,遠井,43,20,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1,2,2,3,0,1,4,5,4,4,9,27,
030366,334,和歌山県,有田川町,2019-04-30,三田,89,42,47,1,2,0,2,0,1,0,0,1,1,2,1,3,1,3,1,3,1,1,1,2,3,4,2,1,2,5,6,5,4,1,5,6,9,2,4,43,
030366,335,和歌山県,有田川町,2019-04-30,宮川,39,13,26,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,2,2,3,1,1,1,0,3,0,1,3,3,1,8,23,
030366,336,和歌山県,有田川町,2019-04-30,大蔵,32,16,16,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,2,2,0,1,2,2,1,1,0,0,3,2,1,1,2,1,1,4,15,
030366,337,和歌山県,有田川町,2019-04-30,清水,917,417,500,10,8,17,15,15,20,14,12,16,19,13,12,10,17,21,16,15,16,20,21,25,28,44,36,38,41,36,34,30,28,28,35,32,55,32,80,428,
030366,338,和歌山県,有田川町,2019-04-30,久野原,326,149,177,0,3,7,6,5,3,7,3,5,8,1,5,4,4,6,6,10,6,12,11,9,7,10,13,13,14,18,11,16,17,12,13,10,18,5,29,165,
030366,339,和歌山県,有田川町,2019-04-30,下湯川,87,36,51,0,0,0,0,0,1,2,0,0,2,1,2,0,0,1,0,2,1,2,1,2,1,2,1,1,2,4,9,1,3,6,7,5,10,7,10,54,
030366,340,和歌山県,有田川町,2019-04-30,上湯川,24,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,2,1,0,0,0,2,1,4,3,3,1,3,15,
030366,341,和歌山県,有田川町,2019-04-30,上湯川(室川),8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,5,
